"","Rating","Text","Movie","ID","CriticScore","Delta"
"5016",4.5,"  I saw it was Disney and Pixar, I heard good things about it, I had no doubts I will enjoy this, and boy I did.","Coco",5016,4.1,-0.4
"5017",4,"  Not Pixar's best but it was entertaining","Coco",5017,4.1,0.0999999999999996
"5018",5,"  Saw this movie in English and Spanish, I loved it so much but in Spanish sounds a lot better than English. Pixar did such amazing job and put in a lot of hard work and creativity into COCO??","Coco",5018,4.1,-0.9
"5019",5,"  Such an amazing movie. As a mexican, it fills me with pride. You blew it out of the water this time Disney!!!!!!!!!!","Coco",5019,4.1,-0.9
"5020",5,"  Awesome. That's all.","Coco",5020,4.1,-0.9
"5021",4.5,"  Fantastic movie. Easily will win Best Animated Feature. Pixar does it again. #9 on my Top 10 of the year. Everything about this movie is good.","Coco",5021,4.1,-0.4
"5022",1,"  For some reason when I was watching Coco it never had A huge impact on me. I think it might have been the weird plot.","Coco",5022,4.1,3.1
"5023",5,"  This movie is amazing! It shows the importance of family while incorporating it with Mexican culture and surprising narrative twists","Coco",5023,4.1,-0.9
"5024",4.5,"  Lovely story, lovely animation and soothing music. Another beautiful thought process of life after death. Fantastic!!","Coco",5024,4.1,-0.4
"5025",5,"  I cried!! It was sooo good","Coco",5025,4.1,-0.9
"5026",5,"  Beautifully made, needed a tissue at the end, Pixar knows how to connect with your emotions. Fun seeing the Pizza Rocket truck again.","Coco",5026,4.1,-0.9
"5027",4,"  Despite the predictable beats, there is hidden complexity in the narrative. Also, this is one of Pixar's most visually rich efforts.","Coco",5027,4.1,0.0999999999999996
"5028",5,"  What a wonderful film.","Coco",5028,4.1,-0.9
"5029",5,"  Vibrant, heart-warming and tear-jerking. Loved it!","Coco",5029,4.1,-0.9
"5030",4,"  Gorgeous and thought-provoking...","Coco",5030,4.1,0.0999999999999996
"5031",4,"  I'm going to be honest. At first, I was dreading this film. I had seen and greatly enjoyed Book of Life by Jorge Gutierrez previously, and knew his story of pitching his film about Day of the Dead to several studios for 13 years only for them all to reject it or want to drastically change it beyond recognition. They had told him, no one wants to see a film about Mexican culture. Fortunately, not only was his movie given a chance to be made, he had creative control which meant he could be true to his vision and culture. Seeing the similarities between Book of Life and Coco in Coco's first trailer led me to the impression Disney Pixar was trying to ride on the critical and financial success of Book of Life by coming up with their own version. But for the benefit of the doubt, and hearing that Jorge gave this film his blessing, I decided to give Coco a chance. And I am happy I did. What I expected to be mere pandering turned out to be a beautiful story with wonderful music, great (inside) humor, and visual marvels that sincerely pays homage to Mexican culture. And if you have seen Book of Life, yes the similarities are there but Coco does have its own distinct story, and now we have two great animated films around Day of the Dead! Next step, a Latin Superhero or Superheroine!","Coco",5031,4.1,0.0999999999999996
"5032",5,"  The best animated film i have seen in the last few years. It was simply amazing. Beautiful story and extremely well done. It deservers an Oscar.","Coco",5032,4.1,-0.9
"5033",4.5,"  One of Disney/Pixar's most satisfying films. The animation is colorful and imaginative. I love how the story balances family values with a more thoughtful look at our existence.","Coco",5033,4.1,-0.4
"5034",1.5,"  A pIxar rip off of the Book of Life and poorly executed at that.","Coco",5034,4.1,2.6
"5035",5,"  Cinematic perfection. Every cord strung right. Disney wows again.","Coco",5035,4.1,-0.9
"5036",4,NA,"Coco",5036,4.1,0.0999999999999996
"5037",5,"  Sunday night, ""Coco"" will win an Oscar. Buy it, bring it home, it will win the hearts of your entire family. ""Coco"" is just what your family needs in these troubled times.","Coco",5037,4.1,-0.9
"5038",4.5,"  What a great movie not perfect but surely worth seeing.","Coco",5038,4.1,-0.4
"5039",5,NA,"Coco",5039,4.1,-0.9
"5040",5,"  I'll be quick..I ? Coco","Coco",5040,4.1,-0.9
"5041",5,"  best animation movie ever","Coco",5041,4.1,-0.9
"5042",5,"  Watched this movie with my family a couple of days ago. I wasn't expecting anything great, but OH MY GOSH! This movie is the best! The music, characters, animation, and story were amazing! I was on the floor laughing at some points, and other I was bailing my eyes out! Disney's Pixar did it again, I love this movie and plan on watching it again so! Top 5 Disney Pixar movies!","Coco",5042,4.1,-0.9
"5043",4,"  Lively, Timely, and Unforgettable. Besides very few sluggish moments, this is a sweet little sundae of a film.","Coco",5043,4.1,0.0999999999999996
"5044",5,"  i didnt expect it to make me cry. Emotional film.","Coco",5044,4.1,-0.9
"5045",4.5,"  Great movie , touching like up. Book of life gives it a good run for its money but the Mexican afterlife setting is a perfect partnership for a Pixar production and is a jaw dropping visual treat","Coco",5045,4.1,-0.4
"5046",4,"  As someone who isnt too familiar with the culture this film represents. This movie still succeeds with flying colors with a heartfelt script, dazling visuals and a good voice cast. Not pixars best but a must see nontheless.","Coco",5046,4.1,0.0999999999999996
"5047",3.5,"  Coco - Pixar animation plays an enchanting & colourful Mexican folklore of culture, family, life & death. Director Lee Unkrich's imaginative narrative is worth the mention. Coco - muy bien ??","Coco",5047,4.1,0.6
"5048",5,"  Great movie The ending will deeply effect anyone with heart who have lost people they cared about.","Coco",5048,4.1,-0.9
"5049",5,"  Fantastic as always. Pixar knows exactly what they are doing by this point, especially with original films, and we are all here to experience their ""gems"".","Coco",5049,4.1,-0.9
"5050",5,"  Another movie that should have been made sooooo long ago...what took you so long Hollywood...this is a spectacularly beautiful movie that touches the heart and mind in so many ways, teaches us about the importance of following your passion, loving your family and being true to one self. This movie is one of the best Pixar movies in terms of overall visuals, songs, emotional plateaus and finding something redeeming in humanity...While no movie may ever exceed Toy story in the Pixar library this movie reminds you why Pixar studios is animation and story telling at its absolute finest.","Coco",5050,4.1,-0.9
"5051",5,"  Very nice, sweet movie.","Coco",5051,4.1,-0.9
"5052",5,"  A love letter to Mexican culture and a celebration of family with some of the most beautiful visuals I've ever seen. Thank you, Pixar!","Coco",5052,4.1,-0.9
"5053",5,"  Wonderful, colorful and beautiful film!","Coco",5053,4.1,-0.9
"5054",5,"  Coco celebrates life by diving into death. It is one of Pixar's most vibrant, melancholic adventure is a refreshing return to form.Coco is the story of a 12-year-old Mexican-American boy, Miguel Rivera (Anthony Gonzalez), who finds himself in the land of the dead, after breaking a decades-old family rule about playing music. The film riffs heavily on the Mexican festival Día de los Muertos (Day of the Dead), with its traditionally vibrant imagery of brightly coloured skeletons. In this flamboyant netherworld, our young hero sets out on a journey to expose a secret from his family's past. This, it is heavily hinted, will centre on the famous musician Ernesto de la Cruz (Benjamin Bratt), who just happens to be Miguel's idol.Although it has a predictable plot elements in a Pixar playbook, the script does manage one genuinely surprising twist in the third act. As the final stretch approaches, there's also the requisite tug at the heartstrings although it's delivered with such devastating delicacy that even steely viewers will find themselves moist-eyed. Coco is a rousing, affecting, fun and much-needed return to form after underwhelming Finding Nemo and Cars sequels and will help to ensure that Pixar's legacy remains intact.","Coco",5054,4.1,-0.9
"5055",5,"  If its Pixar, you know its good.","Coco",5055,4.1,-0.9
"5056",5,"  I didn't expect that this movie would be worth watching. I didn't expect it to make me cry.","Coco",5056,4.1,-0.9
"5057",5,"  One of the best adaptation I've ever seen of Disney regarding a local culture and traditions. Full of feelings and memorable songs.","Coco",5057,4.1,-0.9
"5058",5,"  Another masterpiece from Pixar.","Coco",5058,4.1,-0.9
"5059",4.5,"  This film is visually stunning. It has a great story with a lot of heart and great characters. The music isn't half bad either. Another great success from Pixar.","Coco",5059,4.1,-0.4
"5060",3,"  MY kids loved it. I thought it was entertaining for an animated movie.","Coco",5060,4.1,1.1
"5061",5,"  One of the best animations I've seen for a very long time. Colourful, funny, thought provoking and emotional. Loved it!","Coco",5061,4.1,-0.9
"5062",4,"  Contains all the classic Pixar elements, but the Mexican setting, the music, and a really well thought out story put this in the absolute top bracket.","Coco",5062,4.1,0.0999999999999996
"5063",5,"  This is an amazingly well done movie. Coco has such a rich amount of culture and great music in it. I love the message of remembering those who preceded us, our ancestors. We should honor their memory. We should also be our own individual as we do so. Coco has very beautiful animation. There is a significant amount of humor and it is just a fun movie to watch. It really makes me appreciate my family a lot more","Coco",5063,4.1,-0.9
"5064",5,"  I cried so hard at the end.","Coco",5064,4.1,-0.9
"5065",4.5,"  Arguably one of the best pixar films to come out in a very long time! The visuals are stunning, the music is beautiful and memorable and the characters are great. A great movie for kid and adults alike would definitly reccomend watching","Coco",5065,4.1,-0.4
"5066",5,NA,"Coco",5066,4.1,-0.9
"5067",5,"  Greeeeat Movie! A must see! It is funny, touching, inspirational. Probably one of my favorite Pixar movies.","Coco",5067,4.1,-0.9
"5068",4,"  First and foremost, the 'Frozen' short is horrendous. I heard an 8 year old with a confused-whine ask the question 'Is this the movie?'. This was so bad, I wonder if my opinion on Coco was lowered due to the suffering.Coco - its a good story, but something amiss in the beginning. The story blooms & comes together later - but again I feel like it just missed the mark. Yes, tears are shed and there are some amazing well done scenes. I can't even review it further, cause I'm still peeved at the Frozen short.","Coco",5068,4.1,0.0999999999999996
"5069",5,"  One of the best pictures of the year","Coco",5069,4.1,-0.9
"5070",5,"  A beautiful film in more ways then one. Absolutely a wonder to behold.","Coco",5070,4.1,-0.9
"5071",5,"  The movie is a real feast for the senses. Worth seeing a few times. Really beautiful work. Maybe the most lush animated film I have ever seen.","Coco",5071,4.1,-0.9
"5072",5,"  Marvellous film! Great addition to the Pixar Disney empire!","Coco",5072,4.1,-0.9
"5073",5,"  Fantastic in every way","Coco",5073,4.1,-0.9
"5074",5,"  me likey good mexico movie","Coco",5074,4.1,-0.9
"5075",5,"  Brilliant, smart and with heart. Pixar's Coco is another masterpiece from the studio, visually insane, amazing characters, surprising plot twist, extremely cultural and provide strong families lessons. (5/5)","Coco",5075,4.1,-0.9
"5076",3.5,"  Cute for the kids, funny but forgettable. Coco is a clever made animated feature film. That's what it is. There's a beginning, a middle and an end. The soundtrack is average, not memorable. At some point it feels like the writer was searching too much for where it should be heading to. Topics like life and death run throughout the movie, so I would consider this a 12+ movie and not for all ages. Nice to watch on a Sunday afternoon when you got nothing else to do.@Korben_Dallas on Twitter","Coco",5076,4.1,0.6
"5077",5,"  Loved this film! It teaches children about death, in a way that they will understand. The animation is beautiful, and the characters are so funny.It will make you laugh and cry. Should see it with family!","Coco",5077,4.1,-0.9
"5078",5,"  Top tier disney movie. Refreshing","Coco",5078,4.1,-0.9
"5079",4,"  One of Pixar's better efforts, and while very heavily hyped (as usual), it's not completely overhyped for a change. Perfect it isn't, but it's quite clever and, to my surprise, actually uses the fairly morbid setting to tell a surprisingly dark story in the latter half.","Coco",5079,4.1,0.0999999999999996
"5080",5,"  This movie is so beautiful. I can't express how much I loved it.","Coco",5080,4.1,-0.9
"5081",5,"  Exciting, visually stunning, dramatically very well made movie.","Coco",5081,4.1,-0.9
"5082",5,"  Amazing movie...makes me appreciate my family more??","Coco",5082,4.1,-0.9
"5083",5,"  First movie that really made me cry, no other movie has achieved that.","Coco",5083,4.1,-0.9
"5084",0.5,"  Simply the WORST Disney Movie ever made. Worse than any educational nature film of the 50's. Worse than the 2-bit animation of the 60's. And if any artist who worked on Moana had to also work on this, they should be paid PTSD damages. Absolutely NOTHING is good about this movie. It made me sick. I could'nt finish it and demand my money back from Amazon.About as fun to watch as road debris decaying.","Coco",5084,4.1,3.6
"5085",4.5,"  Heart warming, inspiring and one of a kind. Great family friendly movie, giving a brief glimpse of Mexican culture and providing a different perspective on life after death.","Coco",5085,4.1,-0.4
"5086",4,"  Book of life was better 8/10","Coco",5086,4.1,0.0999999999999996
"5087",5,"  So beautiful in so many ways. I loved it!","Coco",5087,4.1,-0.9
"5088",5,"  An emotional ride better suited for adults.","Coco",5088,4.1,-0.9
"5089",4,"  A sweet and funny animation that can be watched both by young people, old people and children. It's a feel good movie all the way, but you are never bored during it. And also it's very beautifully done and nice to see Disney pick up on some spanish (Latino) culture too.","Coco",5089,4.1,0.0999999999999996
"5090",5,"  A great film. Stunning visuals accompanied by a thoughtful story. A solid equal to Pixar's greatest, like Wall-E, Toy Story, and Inside Out.","Coco",5090,4.1,-0.9
"5091",5,"  Good Family oriented non sjw movie. What a relief!","Coco",5091,4.1,-0.9
"5092",5,"  If you don't cry, get a soul","Coco",5092,4.1,-0.9
"5093",5,"  Lee Unkrich is a great story teller.","Coco",5093,4.1,-0.9
"5094",5,"  Watching Coco assures me that all the work that I've put into shooting and printing the full family portraits today is totally worth it!Pixar has once again amazed us with yet another brilliantly crafted animation.Thank you all. :)","Coco",5094,4.1,-0.9
"5095",4.5,"  Disney/Pixar did it again. A wonderful warm story about family and morals. In every pixar movie you have a funny figure and this time it is the dog. I love him, very funny!!","Coco",5095,4.1,-0.4
"5096",5,"  Awesome movie.. nice tracks and overall a must see","Coco",5096,4.1,-0.9
"5097",3.5,"  There are few animated films that are as visually stunning and impressive, and as emotionally satisfying and affecting as Coco, which is a story that touches on Mexican folklore and its syncretic beliefs - which is very similar to Asian beliefs of ancestral worship such as in Taoism. The most moving part would be when the song ""Remember Me"" is sung - I think there's nary a dry eye in the theatre as we are reminded that what finally matters and remains important is that it's about relationships: about family, friendships.... and forgiveness.","Coco",5097,4.1,0.6
"5098",3.5,"  Slow moving and predictable at times but the COLORS! Wow!","Coco",5098,4.1,0.6
"5099",4,NA,"Coco",5099,4.1,0.0999999999999996
"5100",3,"  Fun movie about family.","Coco",5100,4.1,1.1
"5101",5,"  Me gusto esta película porque la tengo descargada legalmente y también me encanto sus canciones. Saludos desde México","Coco",5101,4.1,-0.9
"5102",5,"  Beautiful film and very thought provoking","Coco",5102,4.1,-0.9
"5103",4,"  This movie has a lot of heart and some insanely emotional scenes. The only thing I don't like about it is it is kind of predictable. I already knew what was happening from 1/3 of the way through and it sort of played out exactly that way. I also think it wasn't as original as some make it out to be. I feel like this theme has been played before and it would be interesting to see a different aspect of Mexican culture. The music is catchy and most people will like it. Overall it is a really heartfelt movie and most people will find something they like about it.","Coco",5103,4.1,0.0999999999999996
"5104",5,"  The art direction could have been better to support the incredible pixar polish. However the music, heart, and characters well make up for the lack luster execution of a fantastical setting. You will cry. A lot. And then a week later that song gets stuck in your head and you cry again.","Coco",5104,4.1,-0.9
"5105",4,"  Coco is a very good, but unfortunately disappointing film which is far from Pixar's best works. The standout aspects are its world building which is amazing, its animation which is beautiful and pleasingly colorful and its mythology which has some very interesting concepts very well explored. The film explores death so well, it is sophisticated in that theme and it is particularly effective in the portrayal of Mexican culture and Día de los Muertos. The characterization is good and I particularly loved the second act with the fantasy adventure angle to it. But even though its emotional ending was somewhat earned, it was still too sentimental. The twist is also quite easy to predict. And its major problem is the soundtrack. Remember Me is definitely a good, well utilized song, but the rest of the songs are very weak and never at all comparable to the works of Disney. And when you have a film that is literally about music, you need to have a killer soundtrack which sadly isn't the case with Coco.","Coco",5105,4.1,0.0999999999999996
"5106",4,"  Amazing family film, with great humor and outstanding animation","Coco",5106,4.1,0.0999999999999996
"5107",5,"  Pixar is Great. And I only cried a little.","Coco",5107,4.1,-0.9
"5108",5,"  This is one of the best and most beautiful animated movies I've seen ever. The music, characters, scale, and colors are a delight to all of yours senses!","Coco",5108,4.1,-0.9
"5109",5,"  Watch it without spoilers. I'm not asking.","Coco",5109,4.1,-0.9
"5110",5,"  E ainda tem quem diga que a Disney/Pixar não fazem animações como antigamente!!","Coco",5110,4.1,-0.9
"5111",5,"  Beautiful animation and a fun time for family members and Disney fans, Pixar still has the magic of making great animated stories. A","Coco",5111,4.1,-0.9
"5112",4.5,"  The heartwarming ""Coco"" is everything you expect from Pixar. It packs beautiful animation, pathos, and humor, while always being respectful to the culture it illustrates.","Coco",5112,4.1,-0.4
"5113",5,"  Storytelling at its finest, attention to detail at its greatest and animation at its most ambitious! Is there anybody who could beat Pixar?!","Coco",5113,4.1,-0.9
"5114",4,"  Much of the joy in Coco is derived from the beautifully rendered Land of the Dead, animated in bright colors and intricate designs which honor the spirit of Mexican culture, with inhabitants appearing as skeletal versions of their former selves. It's refreshing to see a studio with such a massive reach take such care in representing other cultures.","Coco",5114,4.1,0.0999999999999996
"5115",3,"  Visually pleasing but doesn't live up to the pixar originality that you're used to. The story feels a little generic even if it was an enjoyable adventure.","Coco",5115,4.1,1.1
"5116",5,"  Pixar as a studio is known for its thought-provoking, emotional, entertaining and original stories. ""Coco"" might be their most beautiful and charming film yet.","Coco",5116,4.1,-0.9
"5117",4.5,"  nice story with so much heart and emotion,plus great music","Coco",5117,4.1,-0.4
"5118",0.5,"  Horrible illegal alien propaganda. The pixar version of the movie Turbo.","Coco",5118,4.1,3.6
"5119",5,"  Preciosa de principio a fin!","Coco",5119,4.1,-0.9
"5120",5,"  An instant life-time favorite.","Coco",5120,4.1,-0.9
"5121",5,"  make sure you bring some tissues as you will cry","Coco",5121,4.1,-0.9
"5122",4,"  Watching cartoon skeletons for an hour is not very visual appealing. However, the story was well developed and very touching.","Coco",5122,4.1,0.0999999999999996
"5123",5,"  The best family movie ever ... good and great plot and funny movie and overall i like it ... hope have sequel for this movie ...","Coco",5123,4.1,-0.9
"5124",4.5,"  Um filme belíssimo e emocionante da Pixar. Há cenas que garantem lágrimas do telespectador, as canções são encantadoras e o filme vai tocar seu coração. Mais um acerto da Disney-Pixar.","Coco",5124,4.1,-0.4
"5125",4.5,"  wow,that was refreshing.","Coco",5125,4.1,-0.4
"5126",5,"  This is a perfect movie. Might be Pixar's best film to date","Coco",5126,4.1,-0.9
"5127",5,"  This movie was so beautiful! It made me cry quite a few times. It definitely tugs at your heartstrings.","Coco",5127,4.1,-0.9
"5128",5,"  Best movie ever. What a great family movie will make you cry and laugh","Coco",5128,4.1,-0.9
"5129",4,"  Another triumph from Pixar.","Coco",5129,4.1,0.0999999999999996
"5130",5,"  TV Picture Mode settings for the Best Movie Ever Made.I just watched the iTunes Digital HD version of Coco thru my AppleTV (4th gen) on a 48"" 1080p Visio TV. I played with the picture settings and got pretty good results, so I want to share them. WHY THIS IS IMPORTANT-- The craftsmanship of the animation in Coco is astonishing. I fell in love with the A++ story, the symbolism, the dialog, the music, the cultural enlightenment (for me, anyway), and topping it off the animation. I am addicted. I saw Coco in the theater 20 times (3 in 3D) and each time I appreciated the workmanship in new ways: the entire topography of both worlds and how they moved in the background; reflections off wood, metal, and glass surfaces; scratches on guitar fingerboards; Miguel's hair; hundreds of different clothing outfits, with remarkably realistic textures; and on and on. I cannot name any movie of any kind that shows more effort in the making, and at the same time is so enjoyable. SO-I was worried that the home video versions would not do justice. But I was able to see most of what I saw at the theater - and I even continued to see even a lot more at home. This might be because my settings are a little bit lighter than the theater, so many background objects and other details were more visible. I am no expert, and I am hoping a few will offer better settings. But if you are not happy with your picture, I offer the following for your consideration. On Visio I had best luck with Picture Mode ""Calibrated"" which was: Backlight 100; Brightness 50; Contrast 80; Color 50; Tint 0; and Sharpness 50. I preferred Auto Brightness = Off.","Coco",5130,4.1,-0.9
"5131",5,"  Return to form for Pixar. After a series of toy selling movies (though I like cars) this movie comes back with a bit of Pixar finesse. When it came out I was thinking how different it will be from Book of life but I was presently surprised. The characters were developed with high degree of artistry and the animation is top of the line (looks too real some times). The bond of family is exemplified by this movie and audience will feel the emotional surges as one progresses through the movie. The songs are nice and ""people"" of land of the dead are endearing. One of those movies which I will rewatch.","Coco",5131,4.1,-0.9
"5132",2,"  It's a Disney / Pixar: obviously is a good movie. But I didn't like it and these are my reasons. 1. ""The book of life"" is still fresh in my mind, so the story feel borrowed (even if it's not). 2. It's not as funny as D/P movies usually are. 3. The music, as well, it's not as good as usual. 4. The most important reason is that I saw the story coming from miles away. I know, it's a movie for kids and families, not an Agatha Christie. So I invite all those kids and families to come here and give a 4 or 5 star reviews. But from my point of view, if I see the plot twist coming from scene 1... then the film is ruined. And doesn't matter if I am watching a psychological thriller or a cartoon. I repeat, is a good movie, but It's not really my fault if D/P set the standard so high with masterpieces like ""Wally"" or ""Zootopia"" or ""UP"" or many more. Now they have to live with it, and so do I.","Coco",5132,4.1,2.1
"5133",4,"  This film has a lot going for it once you start watching it, and then you might realize that it's great! I definitely though that Disney playing the twenty(!) minute Olaf from Frozen short in front of this film did it great disservice. However, I will agree with many others that this is Pixar in a return to form with a grounded, well-developed story, and sympathetic characters. Oh, and it's rather pretty to look at.","Coco",5133,4.1,0.0999999999999996
"5134",5,"  Coco is the second best animation movie I've ever seen, losing to Inside Out. Every part of it is creative, refreshing, inovating and clever, the characters voice work couldn't be better as the touching, significant and beautiful songs. It will make you in tears if you are a sensible one. The design was dazzling as the story which portrays perfectly the mexican costums and life.","Coco",5134,4.1,-0.9
"5135",5,"  The Pixar Masterpice","Coco",5135,4.1,-0.9
"5136",4.5,"  In the first few minutes of the movie I became worried, because this plot of ""all music being banned for some overdramatic reason, but the hero wanting to pursue a career/hobby in music anyway"" has been done before, namely in The Little Mermaid 3, and I hated the conflict in that. And I hated it here too.I understand this family's disgust for their great grandfather's decision to leave his family behind to become a musician, but to ban music? What cartoony nonsense is that. Why is everyone obsessed with shoes, when all they need to do is be obsessed with keeping every family member from leaving and starting a future of their own. The struggles the main character has to go through would still be present, but more importantly, the family would have an extreme, but more believable response to their great grandmother's tragedy. But it's not only them I don't understand. I also don't understand is the main character's blind dream to be like said grandfather. Let's ignore the brilliant plot twist at the end, the boy thought this man had abandoned his wife and daughter, yet he's never expressed his disapproval for that. Others in the movie have, but not this child we're supposed to be rooting for. Didn't he think, even once, that it was a little bit sick of this man to leave his wife to take care of their young daughter, for his own selfish goals? How old was this daughter then? 4? Is it impossible for someone to pursue their dreams a few years later, perhaps? And when the main character learns about his grandfather being this rich, famous Mexican superstar, his idol, did he not once ponder why he never sent his struggling wife money?Anyway, despite this movie's cheap set-up and these unanswered questions, it was an entertaining story. Disney is getting an increasing taste for writing plot twists, which I'm fine with, I always like a surprise.I just hope their next movie doesn't have the recycled plot of a worse, less successful movie.","Coco",5136,4.1,-0.4
"5137",5,"  It was amazing movie probably the best movie I have seen in a long time!! It had perfect plot twists,great characters, great visuals and attention to detail for the image quality and an amazing lesson to teach.","Coco",5137,4.1,-0.9
"5138",4,"  pixar.. I trust in you again.","Coco",5138,4.1,0.0999999999999996
"5139",5,"  Coco's cultural message is highly kairotic; on the heels of a year of particularly harsh press against our southern neighbors, Coco offers a warm and inclusive picture of the richness of Mexican culture in its art, music and family life.","Coco",5139,4.1,-0.9
"5140",3,"  Fun, solid music, solid plot. Overall a solid movie. Seen better, but i've seen worse","Coco",5140,4.1,1.1
"5141",4.5,"  A formulaic and honestly even predictable film with the exact tropes you have now come to expect from Pixar. The main character doesn't stand out and the villian is quite dissapoi... N-no. I'm not crying. Y-you're c-crying *wipes off nose*","Coco",5141,4.1,-0.4
"5142",4.5,"  Touching film had elements of UP with nasty baddie and a number of surprises, a good family film","Coco",5142,4.1,-0.4
"5143",5,"  A great movie that is right up there with Toy Story. The Spanish flavor of the movie is one of the main appeals along with the great story it conveys. Many people in the movie were crying at the end including my 15 year old.","Coco",5143,4.1,-0.9
"5144",5,"  hermosa, hermosa película, me gusto todo, inclusive la música conmueve","Coco",5144,4.1,-0.9
"5145",3.5,"  Coco is another fine animated film from Pixar, which should be enjoyed by the whole family.","Coco",5145,4.1,0.6
"5146",4,"  The movie would be an fantastic masterpiece, but the plot feels really used and two-dimensional half of the time","Coco",5146,4.1,0.0999999999999996
"5147",5,"  A beautiful movie, in every sense, with a deep sentiment.","Coco",5147,4.1,-0.9
"5148",5,"  Coco is a very moving film that knows just how to pull at your heartstrings just enough to have you entertained the whole movie. You get just enough character from all the main characters to know how they are, it was very well made. It's a movie that's generally for anyone who just loves a good film about family and following your dream!","Coco",5148,4.1,-0.9
"5149",5,"  surely one of the best (y)","Coco",5149,4.1,-0.9
"5150",5,"  fairly predictable but undoubtedly has that pixar magic.","Coco",5150,4.1,-0.9
"5151",3.5,"  This is one of the best films of the year while at the same time being completely forgettable. The music is all cut-off as soon as it starts... so you never hear a song actually completed during the film... so it is not really a musical that it tries to be. The song selections/writing was all poorly done but you will never hear a completed song anyway. The art direction is really well done with the eccentric color and lighting choices that make everything pop-out and look pretty. The story is rushed and constantly on the move but the rushed pacing feels ok unless they are cutting off another song.","Coco",5151,4.1,0.6
"5152",4.5,"  It looks grotesque at first, but there is a lot more to Coco than meets the eye. The music wasn't my favorite and nor was the animation, but what it lacks in other areas it makes up for in pure heart. It is such a sweet film with wonderful storytelling. (First and only viewing - 1/25/2018 in theaters)","Coco",5152,4.1,-0.4
"5153",4,"  mais j'aime mieux Book of life","Coco",5153,4.1,0.0999999999999996
"5154",3.5,"  It's nice to see another breathe of fresh air in the world of animated movies rather than the continued sequels that have plagued it for years among some original gems. I thought this was an ingenious concept and is brought to life in stunning visuals with a solid and heart tugging, if not a little predictable, plot.However, this is far from my favourite Pixar. While the idea of the land of the dead is good, I feel that this Pixar entry doesn't quite match up in terms of script. In other entries we are used to having a story that will have clever references that while the adults might get, the kids might miss. A lovely story but not special enough for me and probably a one off watch.","Coco",5154,4.1,0.6
"5155",4.5,"  This is one of the best animation movie I have ever watch. Stunning visual, simple story but have deep message about family. Yeah Coco deserve perfect score","Coco",5155,4.1,-0.4
"5156",5,"  A beautiful, rhythmic, and emotional movie which has been designed to perfection that will make anyone of any age group smile and cry at the same time.This is a movie I will remember for a long time. I just demand an explanation as to how a cat and a dog can see both the living and the dead in the movie.","Coco",5156,4.1,-0.9
"5157",5,"  A very complex and intertwined storyline from the makers of Pixar and Disney. A great memorable movie I will never forget for so long, from now. Would highly recommend it to others and friends.","Coco",5157,4.1,-0.9
"5158",5,"  Pixar knock it out of the park once again with this brilliant and poignant film. The animation is simply stunning.","Coco",5158,4.1,-0.9
"5159",5,"  Excelent movie, I keep thinking of it everyday since the last two months","Coco",5159,4.1,-0.9
"5160",5,"  Definitely one of my favorites from pixar. The storyline and message in this movie was extremely moving. The visual effects just kicks it up to be an all time great.","Coco",5160,4.1,-0.9
"5161",5,"  Another great piece of movie made by Pixar. Highly recommended!!!","Coco",5161,4.1,-0.9
"5162",4,"  Very good movie and very emotional. You're pretty much guaranteed to cry in this shit.","Coco",5162,4.1,0.0999999999999996
"5163",5,"  What a wonderful movie! I wish it would get half the viewership of the much lesser kid movies out there. Great message, beautifully done.","Coco",5163,4.1,-0.9
"5164",4,"  Very fun and entertaining Pixar film.","Coco",5164,4.1,0.0999999999999996
"5165",4.5,"  I don't often cry when watching a movie. Cried like a baby at the end of this one. Beautiful movie, and in my opinion the best Pixar film to this day.Great representation of Dias de los Muertos, and shown in should a beautiful and colorful way (Maybe Trump will get more appreciation for Mexican culture!), and most of all, the music is unforgettable! I rarely give a film more than 4 stars, but now it's very well deserved!","Coco",5165,4.1,-0.4
"5166",4.5,"  I don't often cry when watching a movie. Cried like a baby at the end of this one. Beautiful movie, and in my opinion the best Pixar film to this day.Great representation of Dias de los Muertos, and shown in should a beautiful and colorful way (Maybe Trump will get more appreciation for Mexican culture!), and most of all, the music is unforgettable! I rarely give a film more than 4 stars, but now it's very well deserved!","Coco",5166,4.1,-0.4
"5167",4.5,"  Best animation movie I've seen in a long time. I was quite sceptical but I was amazed by the flick. Great work, amazing soundtrack, lovely characters. A bit too sad though.","Coco",5167,4.1,-0.4
"5168",5,"  You must go watch Coco.It's a beautiful exploration of music, life and family. I loved the Mexican culture dive, especially the music which is unique and touching. I was crying a lot in the 2nd half- along with most of the cinema, and thinking about it for the rest of the day.","Coco",5168,4.1,-0.9
"5169",4,NA,"Coco",5169,4.1,0.0999999999999996
"5170",5,"  Great film with fun animation and storytelling. The cultural nuances are also spot on. Would recommend seeing it in Spanish if you speak it.","Coco",5170,4.1,-0.9
"5171",5,"  Incredibly touching movie, especially for anyone who has lost and desperately misses a loved one. The scene with ""Coco"" at the end had me in tears but also smiles. Thank you so much Pixar, for a wonderful experience.","Coco",5171,4.1,-0.9
"5172",4,"  Lovely, lovely, lovely. I didn't cry, but I'm a heartless husk. Any normal person would. The final act is a masterpiece - bravo.","Coco",5172,4.1,0.0999999999999996
"5173",5,"  Coco is a great Pixar movie about remembering or forgettingor even about family","Coco",5173,4.1,-0.9
